Facility Type,OBJECTID,Name of Facility,Location Street,Location City,Location State,ZIP Code,Phone,Admin Name,Admin Phone,Facility Email,Fac. Cont. Email,License,Expiration,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Alzheimer Care,Alzheimer Unit,NH Beds,Institutional NH Beds,Number of Licensed Beds,Medical Detox Beds,RTP Beds (PSAD),Social Detox Beds,x,y
Nursing Homes,11109,MEDFORD NURSING CENTER,105 MEDFORD DR,DARLINGTON,SC,29532-2719,843-398-7000,"LOFE, TYLER A.",843-398-7000,TLOFE@WILSONSENIORCARE.COM,TLOFE@WILSONSENIORCARE.COM,NCF-0891,08/31/2026,Darlington / Ltd. Liability,116 CASHUA ST,DARLINGTON,SC,29532-3202,MEDFORD NURSING CENTER LLC,N,N,88,0,88,,,,604070.298,3797609.644
Nursing Homes,11111,PRUITTHEALTH-BARNWELL,31 WREN ST,BARNWELL,SC,29812-1528,803-259-5547,"JAMISON, MARY ANNE",803-259-5547,LEGALSERVICES@PRUITTHEALTH.COM,MJAMISON@PRUITTHEALTH.COM,NCF-0893,07/31/2026,Barnwell / Limited Liability,31 WREN ST,BARNWELL,SC,29812-1528,PRUITTHEALTH-BARNWELL LLC,N,N,44,0,44,,,,466160.908,3679723.334
Nursing Homes,11112,SPARTANBURG HOSPITAL FOR RESTORATIVE CARE SNF,389 SERPENTINE DR,SPARTANBURG,SC,29303-3026,864-560-3232,"STIMAC, PATRICIA M.",864-560-3232,PSTIMAC@SRHS.COM,PSTIMAC@SRHS.COM,NCF-0915,02/28/2026,Spartanburg / District,389 SERPENTINE DR,SPARTANBURG,SC,29303-3026,SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT INC,N,N,25,0,25,,,,414556.557,3869879.583
Nursing Homes,11113,DR RONALD E MCNAIR NURSING AND REHABILITATION CENTER,56 GENESIS DR,LAKE CITY,SC,29560-5531,843-389-3685,"FRIERSON, SARAH L.",843-389-3685,SARAHLISA.F@MCNAIRNURSING.NET,MCNAIRNSGCTR@FTC-I.NET,NCF-0918,11/30/2026,Williamsburg / Corporation,56 GENESIS DR,LAKE CITY,SC,29560-5531,HEALTHCARE PANASCOPE INC,N,N,88,0,88,,,,610753.896,3744927.334
Nursing Homes,11115,PRINCE GEORGE HEALTHCARE CENTER,901 MAPLE ST,GEORGETOWN,SC,29440-4333,843-546-6101,"CRIBB, HELEN L.",843-235-9393,HELEN.CRIBB@PALMLTC.COM,,NCF-0930,09/30/2026,Georgetown / Ltd. Liability,901 MAPLE ST,GEORGETOWN,SC,29440-4333,PALMETTO PRINCE GEORGE OPERATING LLC,N,N,148,0,148,,,,657864.709,3689327.47
Nursing Homes,11116,JOLLEY ACRES HEALTHCARE CENTER,1180 WOLFE TRL,ORANGEBURG,SC,29115-7339,803-534-1001,"ROBINSON, GWENDOLYN",803-245-7525,G.ROBINSON@PALMLTC.COM,GFERRERE@PRUITTHEALTH.COM,NCF-0929,09/30/2026,Orangeburg / Ltd. Liability,415 SNAPDRAGON ST,COPE,SC,29038,PALMETTO JOLLEY ACRES OPERATING LLC,N,N,60,0,60,,,,513403.35,3704084.173
Nursing Homes,11117,FAITH HEALTHCARE CENTER,617 W MARION ST,FLORENCE,SC,29501-2470,843-669-9958,"WILSON, MICHAEL SIMS",843-389-9201,MICH.WILSON@PALMLTC.COM,MIC.WILSON@PALMLTC.COM,NCF-0927,09/30/2026,Florence / Ltd. Liability,617 W MARION ST,FLORENCE,SC,29501-2470,PALMETTO FAITH OPERATING LLC,N,N,104,0,104,,,,612607.844,3785196.722
Nursing Homes,11118,SPRINGDALE HEALTHCARE CENTER,146 BATTLESHIP RD,CAMDEN,SC,29020-2060,803-432-3741,"HANLEY, KATELYN",803-432-3741,KATELYN.HANLEY2578@PALMLTC.COM,,NCF-0925,09/30/2026,Kershaw / Ltd. Liability,146 BATTLESHIP RD,CAMDEN,SC,29020-2060,PALMETTO SPRINGDALE OPERATING LLC,N,N,148,0,148,,,,533696.34,3790130.882
Nursing Homes,11119,LAKE CITY-SCRANTON HEALTHCARE CENTER,1940 BOYD RD,SCRANTON,SC,29591-5835,843-389-9201,"FLATHMANN, SARAH",843-821-5005,RACHEL.MCKINZIE@PALMLTC.COM,ADMI@PEACHTREECTR.COM,NCF-0928,09/30/2026,Florence / Ltd. Liability,3321 DOGWOOD CHASE,FLORENCE,SC,29501,PALMETTO LAKE CITY OPERATING LLC,N,N,88,0,88,,,,616640.557,3753597.942
Nursing Homes,11120,PRUITTHEALTH-MONCKS CORNER,505 S LIVE OAK DR,MONCKS CORNER,SC,29461-3554,843-761-8368,"CADDELL, JAI",843-761-8368,LEGALSERVICES@PRUITTHEALTH.COM,,NCF-0943,10/31/2026,Berkeley / Limited Liability,505 S LIVE OAK DR,MONCKS CORNER,SC,29461-3554,PRUITTHEALTH-MONCKS CORNER LLC,N,N,132,0,132,,,,591277.086,3672453.576
Nursing Homes,11121,MILLENNIUM POST ACUTE REHABILITATION,2416 SUNSET BLVD,WEST COLUMBIA,SC,29169-4791,803-796-8024,"MCQUILLEN, DREW E.",803-739-5282,RENEWALS@ENSIGNSERVICES.NET,,NCF-0948,11/30/2026,Lexington / Corporation,27101 PUERTA REAL STE 450,MISSION VIEJO,CA,92691-8566,STONEY HILL HEATLHCARE LLC,N,N,132,0,132,,,,490160.325,3762556.763
Nursing Homes,11122,PRUITTHEALTH - WALTERBORO,401 WITSELL ST,WALTERBORO,SC,29488-3052,843-549-5546,"NESMITH, NATHAN",803-727-4268,LEGALSERVICES@PRUITTHEALTH.COM,NATHAN.NESMITH@PRUITTHEALTH.COM,NCF-0949,10/31/2026,Colleton / Ltd. Liability,401 WISTELL ST,WALTERBORO,SC,29488-3052,PRUITTHEALTH - WALTERBORO LLC,N,N,132,0,132,,,,531904.776,3641231.051
Nursing Homes,11123,SUMMIT HILLS SKILLED NURSING FACILITY,100 SUMMIT HILLS DR,SPARTANBURG,SC,29307-1532,864-591-2222,"CROWE, JANA MARIE",864-208-8976,LICENSING@SUMMIT-HILLS.COM,JCROWE@SUMMIT-HILLS.COM,NCF-0950,03/31/2026,Spartanburg / Ltd. Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,SUMMIT HILLS LLC,N,N,27,6,33,,,,418630.08,3871653.284
Nursing Homes,11124,SOUTH CAROLINA EPISCOPAL HOME AT STILL HOPE,1 STILL HOPES DR,WEST COLUMBIA,SC,29169-7164,803-995-8100,"ROBERTSON, NIKKI W.",803-739-5043,NROBERTSON@STILLHOPES.ORG,NROBERTSON@STILLHOPES.ORG,NCF-0392,12/31/2025,Lexington / Corporation,1 STILL HOPES DR,WEST COLUMBIA,SC,29169-7164,SOUTH CAROLINA EPISCOPAL HOME AT STILL HOPES INC,N,N,70,,70,,,,494267.549,3760572.775
Nursing Homes,11125,THE HERITAGE AT LOWMAN REHABILITATION AND HEALTHCARE,201 FORTRESS DR,CHAPIN,SC,29036,803-732-3000,"KNOWLES, AMANDA",,AKNOWLES@THEHERITAGEATLOWMAN.ORG,,NCF-0688,05/31/2026,Richland / Non-Profit Corporation,PO BOX 769,WHITE ROCK,SC,29177-0769,LUTHERAN HOMES OF SOUTH CAROLINA INC,N,N,176,0,176,,,,475078.25,3777839.263
Nursing Homes,11126,PRUITTHEALTH-COLUMBIA,2451 FOREST DR,COLUMBIA,SC,29204-2026,803-254-5960,"FURMAN, SARA",803-254-5960,LEGALSERVICES@PRUITTHEALTH.COM,,NCF-0880,01/31/2026,Richland / Limited Liability,2451 FOREST DR,COLUMBIA,SC,29204-2026,PRUITTHEALTH-COLUMBIA LLC,N,N,150,0,150,,,,498930.54,3763697.643
Nursing Homes,11127,POCOTALIGO RIVER HEALTH AND REHAB,3147 SUMTER HWY,MANNING,SC,29102,803-478-2332,"SIMON, SHIRLEY K.",803-478-2332,SSIMON@SOUTHERNSENIORLIVING.ORG,SSIMON@CARLYLESENIORCARE.COM,NCF-0737,01/31/2026,Clarendon / District,PO BOX 57,MANNING,SC,29102-0057,CLARENDON HOSPITAL DISTRICT,N,N,88,0,88,,,,574200.468,3731581.742
Nursing Homes,11129,PRUITTHEALTH-AIKEN,830 LAURENS ST,AIKEN,SC,29801-3416,803-649-6264,"HOANG, DUSTIN",803-862-9554,LEGALSERVICES@PRUITTHEALTH.COM,DHOANG@PRUITTHEALTH.COM,NCF-0942,06/30/2026,Aiken / Limited Liability,1626 JEURGENS CT,NORCROSS,GA,30093-2219,PRUITTHEALTH-AIKEN LLC,N,N,176,0,176,,,,433137.42,3715419.956
Nursing Homes,11131,GREENWOOD TRANSITIONAL REHABILITATION UNIT,1530 PKWY,GREENWOOD,SC,29646-4027,864-330-1800,"BENCEBI, ELIZABETH",864-330-1800,KRISTINMANSKE@ERNESTHEALTH.COM,ELIZABETHBENCEBI@ERNESTHEALTH.COM,NCF-0944,10/31/2026,Greenwood / Ltd. Liability,1530 PKWY,GREENWOOD,SC,29646-4027,GREENWOOD REGIONAL REHABILITATION HOSPITAL LLC,N,N,12,0,12,,,,393410.311,3781348.242
Nursing Homes,11141,PRUITTHEALTH ROCK HILL,261 S HERLONG AVE,ROCK HILL,SC,29732-1159,803-366-7133,"BELL, AFRICANA",803-366-7133,LEGALSERVICES@PRUITTHEALTH.COM,,NCF-0947,01/31/2026,York / Limited Liability,261 S HERLONG AVE,ROCK HILL,SC,29732-1159,PRUITTHEALTH ROCK HILL LLC,N,N,132,0,132,,,,495024.934,3868103.047
Nursing Homes,11145,PRUITTHEALTH - BAMBERG,439 NORTH ST,BAMBERG,SC,29003-1317,803-245-7525,"ASENO, EVALYNE",770-279-6200,EVALYNE.ASENO@PRUITTHEALTH.COM,,NCF-0322,08/31/2026,Bamberg / Limited Liability,439 NORTH ST,BAMBERG,SC,29003-1317,PRUITTHEALTH - BAMBERG LLC,N,N,88,0,88,,,,496921.06,3684329.894
Nursing Homes,11578,KERSHAWHEALTH KARESH LONG TERM CARE AND REHAB,40 LINDSAY LN,CAMDEN,SC,29020-3737,803-572-8999,"NEAL, MICHAEL SCOTT",,SNEAL@KARESHLTC.COM,SNEAL@WHITEOAKMANOR.COM,NCF-0313,09/30/2026,Kershaw /,,,,,KERSHAW HEALTH,N,N,132,0,132,,,,528702.575,3805829.14
Nursing Homes,11580,PRUITTHEALTH - ESTILL,252 LIBERTY AVE S,ESTILL,SC,29918,803-625-3852,"MOUSSA, MAHER",925-951-7475,ANDDAVIS@PRUITTHEALTH.COM,MAHER.MOUSSA@PRUITTHEALTH.COM,NCF-0922,09/30/2026,Hampton / Ltd. Liability,252 LIBERTY AVE S,ESTILL,SC,29918,PRUITTHEALTH - ESTILL LLC,N,N,88,0,88,,,,478887.791,3623574.061
Nursing Homes,11587,BRIGHTWATER SKILLED NURSING CENTER,171 BRIGHTWATER DR,MYRTLE BEACH,SC,29579,843-903-8300,"ARLEDGE, MATTHEW T.",864-414-6249,LICENSING@BRIGHTWATER-LIVING.COM,MARLEDGE@LAKES-LITCHFIELD.COM,NCF-0955,04/30/2026,Horry / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,BRIGHTWATER RETIREMENT LLC,N,N,67,,67,,,,699797.011,3737869.757
Nursing Homes,11597,LINVILLE COURTS AT THE CASCADES VERDAE,30 SPRINGCREST CT,GREENVILLE,SC,29607-4034,864-528-5529,"BYERS, ELIZABETH",864-412-4700,LICENSING@CASCADES-VERDAE.COM,LIBBY.BYERS@PHOENIXSRLIVING.COM,NCF-0956,04/30/2026,Greenville / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,CASCADES NURSING LLC,N,N,44,,44,,,,379759.61,3854543.961
Nursing Homes,11632,ARBORETUM AT THE WOODLANDS,50 ARBORETUM LN,GREENVILLE,SC,29617-6227,864-371-3100,"PAGLIARO, CHRISTOPHER LYNN",864-371-3133,CPAGLIARO@TWAFSC.ORG,CPAGLIARO@TWAFSC.ORG,NCF-0957,06/30/2026,Greenville / Non-Profit Corporation,50 ARBORETUM LN,GREENVILLE,SC,29617-6227,UPSTATE SENIOR LIVING INC,N,N,30,0,30,,,,368131.412,3866866.218
Nursing Homes,11658,PRUITTHEALTH-BLYTHEWOOD,1075 HEATHER GREEN DR,COLUMBIA,SC,29229-7831,803-382-2300,PH#:,,ANNE.WINN@PRUITTHEALTH.COM,,NCF-0959,08/31/2026,Richland / Corporation,1075 HEATHER GREEN DR,COLUMBIA,SC,29229-7831,THE OAKS OF BLYTHEWOOD INC,N,N,120,,120,,,,505571.389,3778708.513
Nursing Homes,11763,NHC HEALTHCARE BLUFFTON,3039 OKATIE HWY,BLUFFTON,SC,29909-5101,843-705-8220,"MCCLAIN, JACLYN M.",843-852-0505,JACLYN.MCCLAIN@NHCCARE.COM,,NCF-0958,01/31/2026,Beaufort / Limited Liability,3039 OKATIE HWY,BLUFFTON,SC,29909-5101,NHC HEALTHCARE/BLUFFTON LLC,Y,Y,120,,120,,,,499067.45,3566833.741
Nursing Homes,12084,RETREAT AT WELLMORE OF DANIEL ISLAND,580 ROBERT DANIEL DR,CHARLESTON,SC,29492,843-566-1000,"SIDES, VICKI ANN",803-655-7101,DANIELISLAND.LICENSING@WELL-MORE.COM,V.SIDES@FUNDLTC.COM,NCF-0965,03/31/2026,Berkeley / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,WELLMORE OF DANIEL ISLAND LLC,N,N,60,,60,,,,602114.423,3637421.742
Nursing Homes,12087,RETREAT AT WELLMORE OF LEXINGTON,200 WELLMORE DR BLDG #4,LEXINGTON,SC,29072,803-520-1200,"GRIFFIN BURGESS, MARION",803-520-1200,LEXINGTON.LICENSING@WELL-MORE.COM,,NCF-0966,07/31/2026,Lexington / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,WELLMORE OF LEXINGTON LLC,N,N,60,,60,,,,480066.233,3761763.445
Nursing Homes,12117,PEACHTREE CENTRE,1434 N LIMESTONE ST,GAFFNEY,SC,29340-4798,864-487-2717,"GALLMAN, AMANDA",,ANIEDERMAN@AHAVAHC.COM,,NCF-0972,12/31/2026,Cherokee / Limited Liability,1434 N LIMESTONE ST,GAFFNEY,SC,29340-4798,PEACHTREE OPERATING GROUP LLC,N,N,151,,151,,,,441983.795,3883001.464
Nursing Homes,12136,ROCK HILL POST ACUTE CARE CENTER,159 SEDGEWOOD DR,ROCK HILL,SC,29732-2315,803-329-6565,"JOHNSON, KATE",803-326-6565,RENEWALS@ENSIGNSERVICES.NET,KATEJOHNSON@ENSIGNSERVICES.NET,NCF-0975,12/31/2025,York / Corporation,27101 PUERTA REAL STE 450,MISSION VIEJO,CA,92691-8566,ROCK HILL HEALTHCARE LLC,N,N,99,,99,,,,496404.344,3867593.836
Nursing Homes,12137,OPUS POST ACUTE REHABILITATION,300 AGAPE DR,WEST COLUMBIA,SC,29169-3307,803-739-5282,"RODRIGUEZ, JOSE",803-739-5282,JOSRODRIGUEZ@ENSIGNSERVICES.NET,,NCF-0976,12/31/2025,Lexington / Corporation,27101 PUERTA REAL STE 450,MISSION VIEJO,CA,92691-8566,SOUTHERN CHARM HEALTHCARE LLC,N,N,98,,98,,,,489807.144,3761071.672
Nursing Homes,12138,COMPASS POST ACUTE REHABILITATION,2320 HWY 378,CONWAY,SC,29527-4911,843-397-2273,"TILLER, RAYMOND",843-397-2273,RTILLER@ENSIGNSERVICES.NET,RTILLER@ENSIGNSERVICES.NET,NCF-0977,12/31/2025,Horry / Corporation,27101 PUERTA REAL STE 450,MISSION VIEJO,CA,92691-8566,CAROLINA HEALTHCARE LLC,N,N,95,,95,,,,676596.487,3746438.088
Nursing Homes,12155,SPRENGER HEALTHCARE OF PORT ROYAL,1810 RICHMOND AVE,PORT ROYAL,SC,29935,843-781-7700,"GRIFFING, TRISHA",843-781-7700,TGRIFFING@SPRENGERHEALTHCARE.COM,,NCF-0980,05/31/2026,Beaufort / Corporation,3905 OBERLIN AVE,LORAIN,OH,44053,SPRENGER HEALTHCARE OF PORT ROYAL INC,Y,Y,65,,65,,,,529313.75,3583005.862
Nursing Homes,12188,CARLYLE SENIOR CARE OF AIKEN,123 DUPONT DR NW,AIKEN,SC,29801-4089,803-648-0434,"PORTER, NANCY",803-649-6264,NPORTER@CARLYLESENIORCARE.COM,NPORTER@PRUITTHEALTH.COM,NCF-0982,07/31/2026,Aiken / Limited Liability,PO BOX 12519,FLORENCE,SC,29504,CARLYLE SENIORCARE OF AIKEN LLC,N,N,86,,86,,,,434105.39,3715421.569
Nursing Homes,12189,CARLYLE SENIOR CARE OF FLORENCE,133 W CLARKE RD,FLORENCE,SC,29501-0722,843-669-4374,"LOCKLAIR, JERRY L.",843-669-4374,JLOCKLAIR@CARLYLESENIORCARE.COM,JLOCKLAIR@CARLYLESENIORCARE.COM,NCF-0983,07/31/2026,Florence / Limited Liability,PO BOX 12519,FLORENCE,SC,29504,CARLYLE SENIOR CARE OF FLORENCE LLC,N,N,88,,88,,,,615852.208,3791017.509
Nursing Homes,12191,CARLYLE SENIOR CARE OF KINGSTREE,401 NELSON BLVD,KINGSTREE,SC,29556-4024,843-355-6116,"SLAVINSKI, CANDICE J.",803-355-6116,CSLAVINSKI@CARLYLESENIORCARE.COM,CSLAVINSKI@CARLYLESENIORCARE.COM,NCF-0984,07/31/2026,Williamsburg / Limited Liability,PO BOX 12519,FLORENCE,SC,29504,CARLYLE SENIOR CARE OF KINGSTREE LLC,N,N,96,,96,,,,609133.021,3725137.412
Nursing Homes,12193,MCCOY MEMORIAL NURSING CENTER,207 CHAPPELL DR,BISHOPVILLE,SC,29010-1167,803-484-5636,"GIBBS, JEFFREY LYNN",803-484-5636,LGIBBS@CARLYLESENIORCARE.COM,LGIBBS@CARLYLESENIORCARE.COM,NCF-0986,07/31/2026,Lee / Limited Liability,PO BOX 12519,FLORENCE,SC,29504,CARLYLE SENIOR CARE OF BISHOPVILLE LLC,N,N,120,,120,,,,568432.509,3787661.544
Nursing Homes,12194,CARLYLE SENIOR CARE OF FORK,1727 BUCK SWAMP RD,FORK,SC,29543-6116,843-464-6212,"MOORE, JOHN",843-464-6212,JMOORE@CARLYLESENIORCARE.COM,JMOORE@CARLYLESENIORCARE.COM,NCF-0987,07/31/2026,Dillon / Limited Liability,PO BOX 12519,FLORENCE,SC,29504,CARLYLE SENIOR CARE OF FORK LLC,N,N,111,,111,,,,661561.038,3793498.758
Nursing Homes,12208,LODGE AT WELLMORE,111 WELLMORE DR,TEGA CAY,SC,29708-0039,803-835-7000,"DUNN, DAVID M.",803-835-7005,JASMINE.RICHARD@WELL-MORE.COM,TEGACAY.LICENSING@WELL-MORE.COM,NCF-0988,09/30/2026,York / Limited Liability,111 WELLMORE DR,TEGA CAY,SC,29708-0039,WELLMORE OF TEGA CAY LLC,N,N,60,,60,,,,500651.412,3878516.913
Nursing Homes,12311,SPRENGER HEALTHCARE OF BLUFFTON,60 OKATIE VILLAGE DR,OKATIE,SC,29909,843-548-2500,"DIXON, TERESA",843-549-5546,RCARROLL@SPRENGERHEALTHCARE.COM,TERESA.DIXON@PRUITTHEALTH.COM,NCF-0996,03/31/2026,Beaufort / Corporation,60 OKATIE VILLAGE DR,OKATIE,SC,29909,SPRENGER HEALTHCARE OF BLUFFTON INC,Y,Y,60,,60,,,,505415.551,3573017.561
Nursing Homes,12347,OAKBROOK HEALTH AND REHABILITATION CENTER,920 TRAVELERS BLVD,SUMMERVILLE,SC,29485-8213,843-875-9053,"FLATHMANN, RUSTY",864-472-9055,RUSTY.FLATHMANN@FUNDLTC.COM,RUSTY.FLATHMANN@FUNDLTC.COM,NCF-0998,08/31/2026,Dorchester / Limited Liability,920 TRAVELERS BLVD,SUMMERVILLE,SC,29485-8213,OAKBROOK HEALTH CARE LLC,N,N,88,,88,,,,577563.824,3647518.971
Nursing Homes,12348,ST GEORGE HEALTHCARE CENTER,905 DUKES ST,SAINT GEORGE,SC,29477-2059,843-563-4602,"LANTZ, KATHLEEN",803-481-8591,F.OEHLER@FUNDLTC.COM,KATIE.L@SYMMETRYHCMGMT.COM,NCF-0999,08/31/2026,Dorchester / Limited Liability,905 DUKES ST,SAINT GEORGE,SC,29477-2059,ST GEORGE HEALTH CARE LLC,N,N,88,,88,,,,538557.823,3671327.833
Nursing Homes,12367,WOODRUFF MANOR,1114 E GEORGIA RD,WOODRUFF,SC,29388,864-476-7092,"TERRELL, C ADAM",864-476-7092,CTERRELL@SRHS.COM,CTERRELL@SRHS.COM,NCF-1000,09/30/2026,Spartanburg / District,1114 E GEORGIA RD,WOODRUFF,SC,29388,SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT INC,N,N,88,,88,,,,406936.614,3845751.898
Nursing Homes,12461,WILLOWBROOKE COURT AT PARK POINTE VILLAGE,2993 VAN VALIN DR,ROCK HILL,SC,29732-8079,803-980-8621,"FRANKLIN, KATLIN",803-980-8621,KAITLIN.FRANKLIN@ACTSLIFE.ORG,,NCF-1006,09/30/2026,York / Corporation,3025 CHESBROUGH BLVD,ROCK HILL,SC,29732-8078,ACTS RETIREMENT-LIFE COMMUNITIES INC,Y,N,40,,40,,,,491120.85,3868140.822
Nursing Homes,12485,PRUITTHEALTH - CONWAY AT CONWAY MEDICAL CENTER,2379 CYPRESS CIR,CONWAY,SC,29526-8921,843-347-8179,"SCHMEIZL, ELIZABETH",843-449-5283,LEGALSERVICES@PRUITTHEALTH.COM,,NCF-1007,10/31/2026,Horry / Limited Liability,,,,,PRUITTHEALTH - CONWAY LLC,N,N,88,,88,,,,684922.909,3740108.367
Nursing Homes,12524,BRUSHY CREEK POST ACUTE,101 COTTAGE CREEK CIR,GREER,SC,29650-2438,864-688-3800,"STANGER, BROCK",864-232-2442,BROCK.STANGER@BRUSHYCREEKPA.COM,,NCF-1024,01/31/2026,Greenville / Limited Liability,101 COTTAGE CREEK CIR,GREER,SC,29650-2438,GREER POST ACUTE LLC,N,N,144,0,144,,,,386132.377,3865128.721
Nursing Homes,12525,GREENVILLE POST ACUTE,661 RUTHERFORD RD,GREENVILLE,SC,29609-4696,864-232-2442,"DIXON, GRANT",,GRANT.DIXON@GREENVILLEPOSTACUTE.COM,,NCF-1025,01/31/2026,Greenville / Limited Liability,661 RUTHERFORD RD,GREENVILLE,SC,29609-4696,GREENVILLE POST ACUTE LLC,N,N,132,0,132,,,,372530.054,3860336.134
Nursing Homes,12535,MUSC HEALTH MULLINS NURSING CENTER,518 S MAIN ST,MULLINS,SC,29574-3510,843-431-2000,"LEWIS, DANIEL E.",843-464-8211,LEWDANIE@MUSC.EDU,LEWDANIE@MUSC.EDU,NCF-1027,03/31/2026,Marion /,169 ASHLEY AVE,CHARLESTON,SC,29425,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,N,N,92,0,92,,,,660901.469,3785613.692
Nursing Homes,12540,SENIOR CARE OF MARION,2770 HWY 501 S,MARION,SC,29571,855-573-8466,"FLANSBURG, CHRISTINE",855-573-8466,JANICE@SCOMSC.COM,CHRISTINE@SCOMSC.COM,NCF-0997,07/31/2026,Marion / Limited Liability Limited Partnership,2770 HWY 501 S,MARION,SC,29571,SENIOR CARE OF MARION LLC,N,N,90,,90,,,,653888.464,3775243.776
Nursing Homes,12554,INMAN HEALTHCARE,51 N MAIN ST,INMAN,SC,29349-1437,864-472-9370,"SKROBOLA, MEREDITH",864-472-6636,MSKROBOLA@GOLDENINMAN.COM,,NCF-1030,03/31/2026,Spartanburg / Limited Liability,82 N MAIN ST,INMAN,SC,29349-1416,INMAN OPERATIONS LLC,Y,N,40,,40,,,,400444.214,3879157.021
Nursing Homes,12555,RIDGEWAY MANOR HEALTHCARE CENTER,117 BELLFIELD RD,RIDGEWAY,SC,29130-8261,803-337-2257,"SPARKS, DEBORAH",803-337-2257,DEBORAH.SPARKS@RIDGEWAYMANORHEALTHCARE.C,DEBORAH.SPARKS@PALMLTC.COM,NCF-1031,08/31/2026,Fairfield / Limited Liability,117 BELLFIELD RD,RIDGEWAY,SC,29130-8261,RIDGEWAY MANOR HEALTHCARE CENTER LLC,N,N,112,,112,,,,508577.989,3798717.599
Nursing Homes,12559,GOLDEN AGE - INMAN,82 N MAIN ST,INMAN,SC,29349-1416,864-472-6636,"JOHNSON, DENA",864-381-6401,DJOHNSON@GOLDENINMAN.COM,DENA.JOHNSON@SA-HC.COM,NCF-1032,03/31/2026,Spartanburg / Limited Liability,82 N MAIN ST,INMAN,SC,29349-1416,GOLDEN AGE OPERATIONS LLC,Y,N,44,,44,,,,400130.945,3879506.136
Nursing Homes,12619,JOHNS ISLAND POST ACUTE,3647 MAYBANK HWY,JOHNS ISLAND,SC,29455-4825,843-559-5888,"LEAVITT, JARED",916-899-9145,JARED.LEAVITT@JOHNSISLANDPA.COM,,NCF-1033,05/31/2026,Charleston / Limited Liability,3647 MAYBANK HWY,JOHNS ISLAND,SC,29455-4825,JOHNS ISLAND POST ACUTE LLC,N,N,132,,132,,,,585925.569,3620381.101
Nursing Homes,12620,HALLMARK HEALTHCARE CENTER,255 MIDLAND PKWY,SUMMERVILLE,SC,29485-8104,843-821-5005,"FLATHMANN, SARAH",843-821-5005,KRYSTAL.LYNCH@FUNDLTC.COM,ADMI@PEACHTREECTR.COM,NCF-1034,03/31/2026,Dorchester / Limited Liability,500 JEFF DAVIS DR,SPARTANBURG,SC,29303-2044,HALLMARK LONGTERM CARE LLC,N,N,88,,88,,,,578494.206,3647772.724
Nursing Homes,12643,SEDGEWOOD MANOR HEALTH CARE CENTER,1645 RIDGE RD,HOPKINS,SC,29061-8432,803-776-3873,"MCCOLLUM, JAMES M.",803-776-3873,MATT.MCCOLLUM@MAINSTAYSENIORLIVING.COM,ADMIN@SUMTER.CARE,NCF-1035,07/31/2026,Richland / Limited Liability,1645 RIDGE RD,HOPKINS,SC,29061-8432,SEDGEWOOD MANOR HEALTH CARE CENTER LLC,Y,N,38,,38,,,,514395.984,3757917.706
Nursing Homes,12646,WILDEWOOD DOWNS NURSING AND REHABILITATION CENTER,731 POLO RD,COLUMBIA,SC,29223-4462,803-419-1243,"VILES, ROBIN G.",803-419-1243,LICENSING@WILDEWOOD-DOWNS.COM,RVILES@MAXWELL-GROUP.COM,NCF-1036,06/30/2026,Richland / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,WILDEWOOD RETIREMENT LLC,N,N,80,,80,,,,510289.926,3771862.448
Nursing Homes,12704,ACHIEVE REHABILITATION AND NURSING CENTER,611 E HAMPTON ST,ANDERSON,SC,29624-2899,864-226-5054,"WHEELER, CHARLES",864-226-5054,ALEV@HEARTHCM.COM,,NCF-1039,09/30/2026,Anderson / Limited Liability,,,,,ANDERSON SC OPCO LLC,N,N,181,,181,,,,349473.466,3818375.744
Nursing Homes,12719,EDISTO POST ACUTE,575 STONEWALL JACKSON BLVD,ORANGEBURG,SC,29115-7250,803-534-7771,"TIPTON, NICHOLAS",803-534-7771,NICHOLAS.TIPTON@EDISTOPA.COM,,NCF-1026,01/31/2026,Orangeburg / Limited Liability,575 STONEWALL JACKSON BLVD,ORANGEBURG,SC,29115-7250,ORANGEBURG POST ACUTE LLC,N,N,113,0,113,,,,512161.122,3704783.201
Nursing Homes,12721,MUSC HEALTH CHESTER NURSING CENTER,1 MEDICAL PARK DR,CHESTER,SC,29706-9769,803-581-9423,"GOSNELL, LISA R.",803-286-1837,GOSNELLL@MUSC.EDU,LISA_GOSNELL@CHS.NET,NCF-1028,03/31/2026,Chester /,169 ASHLEY AVE,CHARLESTON,SC,29425,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,N,N,60,,60,,,,483081.236,3837948.011
