License/Exemption Number,Facility/Camp Name,Facility/Camp License Type,Facility Address,City,County,Phone,Zip Code,Capacity
AL500410360,The Orchards at Armada Village 1,ADULT LARGE GROUP HOME (CAPACITY 13-20),"22570 Main St ",Armada,MACOMB,(586) 473-3221,48005,20
AL500410361,The Orchards at Armada Village 2,ADULT LARGE GROUP HOME (CAPACITY 13-20),"22580 Main St ",Armada,MACOMB,(586) 473-3221,48005,20
AL500410358,The Orchards at Armada Village 3,ADULT LARGE GROUP HOME (CAPACITY 13-20),"22590 W Main St ",Armada,MACOMB,(586) 473-3221,48005,20
AH630380234,The Orchards at Canterbury Village,HOMES FOR THE AGED,"5601 Hatchery Road ",Waterford,OAKLAND,(248) 674-9292,48329,32
AH030295207,The Orchards at Douglas Cove Village,HOMES FOR THE AGED,"243 Wiley Rd. ",Douglas,ALLEGAN,(269) 857-2141,49406,28
AH820410349,The Orchards at Redford Village,HOMES FOR THE AGED,"25330 6 Mile Rd ",Redford Charter Twp,WAYNE,(313) 531-6874,48240,56
AS820315246,The Patrick Center,ADULT SMALL GROUP HOME (CAPACITY 1-6),"17133 Mendota ",Detroit,WAYNE,(313) 283-8494,48221,5
AS810419203,The Phoenix House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1241 East Cross Street ",Ypsilanti,WASHTENAW,(734) 677-0070,48198,6
AH250382918,The Pines Of Burton Memory - South,HOMES FOR THE AGED,"5340 Davison Road ",Burton,GENESEE,(810) 743-8520,48509,23
AH630382729,The Pines of Clarkston,HOMES FOR THE AGED,"7550 Dixie Hwy ",Clarkston,OAKLAND,(248) 922-7000,48346,30
AL630382793,The Pines Of Clarkston Memory Care,ADULT LARGE GROUP HOME (CAPACITY 13-20),"7570 Dixie Hwy ",Clarkston,OAKLAND,(248) 625-3400,48346,20
AL690394101,The Porches Of Gaylord,ADULT LARGE GROUP HOME (CAPACITY 13-20),"435 Murner Rd. ",Gaylord,OTSEGO,(989) 448-8807,49735,20
AL690407397,"The Porches, Inc",ADULT LARGE GROUP HOME (CAPACITY 13-20),Unit B 435 Murner Road,Gaylord,OTSEGO,(989) 448-8807,49735,20
AS730293445,The Prosperity House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2971 Jackson ",Saginaw,SAGINAW,(989) 753-9665,48604,6
AS730419370,"The Prosperity House, LLC",ADULT SMALL GROUP HOME (CAPACITY 1-6),"2015 Gratiot Ave ",Saginaw,SAGINAW,(989) 753-9665,48602,6
AS810378883,The Ranch of Manchester,ADULT SMALL GROUP HOME (CAPACITY 1-6),"8737 M-52 ",Manchester,WASHTENAW,(734) 677-0070,48158,6
AH130403566,The Reflections,HOMES FOR THE AGED,"14316 S. Helmer Rd. ",Battle Creek,CALHOUN,(269) 969-2500,49015,45
AS820395902,The Retreat At Meadowbrook,ADULT SMALL GROUP HOME (CAPACITY 1-6),"19772 Meadowbrook ",Northville,WAYNE,(248) 308-3399,48167,6
AS820394946,The Retreat At Northville,ADULT SMALL GROUP HOME (CAPACITY 1-6),"47260 7 Mile Road ",Northville,WAYNE,(248) 924-2661,48167,6
AL410095351,The Ridge,ADULT LARGE GROUP HOME (CAPACITY 13-20),"713 N. Center Drive, NW ",Walker,KENT,(616) 647-2802,49544,16
AL250417945,The Ridge At Burton Assisted Living,ADULT LARGE GROUP HOME (CAPACITY 13-20),"5310 Davison Rd. ",Burton,GENESEE,(989) 534-1772,48509,20
AL250417957,The Ridge At Burton Memory Care North,ADULT LARGE GROUP HOME (CAPACITY 13-20),"5330 Davison Rd. ",Burton,GENESEE,(810) 228-3520,48509,20
AL250417972,The Ridge At Goodrich Assisted Living,ADULT LARGE GROUP HOME (CAPACITY 13-20),"8111 S. State Rd. ",Goodrich,GENESEE,(810) 636-7070,48438,20
AL250417973,The Ridge At Goodrich Memory Care,ADULT LARGE GROUP HOME (CAPACITY 13-20),"8119 S. State Rd. ",Goodrich,GENESEE,(810) 244-0694,48438,20
AL440417955,The Ridge At Lapeer Assisted Living,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1442 Suncrest Dr. ",Lapeer,LAPEER,(810) 228-3520,48446,20
AL440417956,The Ridge At Lapeer Memory Care,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1446 Suncrest Dr. ",Lapeer,LAPEER,(810) 228-3520,48446,20
AL640404079,The River,ADULT LARGE GROUP HOME (CAPACITY 13-20),"397 W Michigan Ave ",Hesperia,OCEANA,(231) 750-9273,49421,16
AH820338800,The Rivers Assisted Living,HOMES FOR THE AGED,"900 Cook Rd ",Grosse Pointe Woods,WAYNE,(313) 821-7062,48236-2713,100
AL730378718,The Roosevelt House,ADULT LARGE GROUP HOME (CAPACITY 13-20),"17935 Roosevelt Road ",Hemlock,SAGINAW,(989) 642-4663,48626,20
AS500419642,The Shelby AL,ADULT SMALL GROUP HOME (CAPACITY 1-6),"46496 Kramer Dr ",Shelby TWP,MACOMB,(248) 764-3617,48315,6
AF160312693,The Silver Fox AFC,ADULT FAMILY HOME (CAPACITY 1-6),"3325 Walker Road ",Afton,CHEBOYGAN,(231) 238-4110,49705,6
AF510395853,The Solberg Family Home,ADULT FAMILY HOME (CAPACITY 1-6),"2028 Kemmer Rd. ",Manistee,MANISTEE,(231) 510-7862,49660,6
AS750409137,The Sparrow House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"201 Broadus St ",Sturgis,ST. JOSEPH,(269) 251-0584,49091,6
AS630399707,The Strides House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"21380 Mada ",Southfield,OAKLAND,(313) 377-3776,48075,4
AS470384538,"The Sunshine Cottage, LLC",ADULT SMALL GROUP HOME (CAPACITY 1-6),"622 N. Court Street ",Howell,LIVINGSTON,(810) 569-4909,48843,6
AF450066173,The Toy House Retirement Home,ADULT FAMILY HOME (CAPACITY 1-6),"1990 N Setterbo Rd ",Suttons Bay,LEELANAU,(231) 271-5301,49682,6
AS630416241,The Trevino Residence,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1192 Trevino Drive ",Troy,OAKLAND,(248) 331-7444,48085,6
AS630418349,The Troy-Modern Assisted Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1052 Byron Dr. ",Troy,OAKLAND,(248) 986-4546,48098,6
AS630406615,The Tutbury Residence,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6496 Tutbury Ln ",Troy,OAKLAND,(248) 331-7444,48098,5
AH750236918,The Villa,HOMES FOR THE AGED,"307 N Franks Ave. ",Sturgis,ST. JOSEPH,(269) 651-7841,49091,100
AH500236869,The Village of East Harbor,HOMES FOR THE AGED,"33875 Kiely Dr. ",Chesterfield,MACOMB,(586) 725-6030,48047,86
AL110283714,The Willows Assisted Living #1,ADULT LARGE GROUP HOME (CAPACITY 13-20),"3507 Hollywood Road ",St. Joseph,BERRIEN,(269) 428-0715,49085,20
AL110283722,The Willows Assisted Living #2,ADULT LARGE GROUP HOME (CAPACITY 13-20),"3507 Hollywood Road ",St. Joseph,BERRIEN,(269) 428-0715,49085,20
AL110283726,The Willows Assisted Living #3,ADULT LARGE GROUP HOME (CAPACITY 13-20),"3440 Niles Road ",St. Joseph,BERRIEN,(269) 428-0715,49085,20
AL110283729,The Willows Assisted Living #4,ADULT LARGE GROUP HOME (CAPACITY 13-20),"3440 Niles Road ",St. Joseph,BERRIEN,(269) 428-0715,49085,20
AH190336309,The Willows at East Lansing,HOMES FOR THE AGED,"3500 Coolidge Road ",East Lansing,CLINTON,(517) 203-4042,48823,36
AH470342721,The Willows at Howell,HOMES FOR THE AGED,"1500 Byron Road ",Howell,LIVINGSTON,(517) 552-9323,48855,39
AH330342717,The Willows at Okemos,HOMES FOR THE AGED,"4830 Central Park Drive ",Okemos,INGHAM,(517) 349-3600,48864,24
AS630412879,The Willows Senior Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"450 Brewer Rd ",Leonard,OAKLAND,(586) 604-3685,48367,6
AS630411027,The Winchester Residence,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5522 Winchester Drive ",Troy,OAKLAND,(248) 480-4162,48085,4
AH190397181,The Woodlands Of DeWitt,HOMES FOR THE AGED,"910 Woodlands Dr ",DeWitt,CLINTON,(517) 624-2831,48820,45
AS620395569,The Woods North,ADULT SMALL GROUP HOME (CAPACITY 1-6),"355 N.North St. ",White Cloud,NEWAYGO,(231) 689-5023,49349,6
AS820414650,The Wormer Residence,ADULT SMALL GROUP HOME (CAPACITY 1-6),"14420 Wormer ",Redford Township,WAYNE,(313) 740-7551,48239,6
AL500094345,The Young Home,ADULT LARGE GROUP HOME (CAPACITY 13-20),"3900 E. 9 Mile Rd ",Warren,MACOMB,(586) 756-5307,48091,20
AS820399540,The Zabelle Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"651 Woodcrest ",Dearborn,WAYNE,(248) 416-0781,48124,6
AH820378337,TheHarry&JeanetteWeinbergGreenHouses at,HOMES FOR THE AGED,Unit 4 250 McDougall #4,Detroit,WAYNE,(313) 446-8742,48207,21
AS230010623,Thomas L Parkway Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"841 W Thomas L Pkway ",Lansing,EATON,(517) 323-4758,48917,6
AS340398815,Thompson,ADULT SMALL GROUP HOME (CAPACITY 1-6),"9625 Thompson Road ",Lake Odessa,IONIA,(419) 439-1218,48849,6
AM250389333,Thorn Adult Foster Care,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"4901 N Saginaw St ",FLINT,GENESEE,(810) 785-4234,48505,12
AS740015976,Thornhill Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2202 Thornhill ",Port Huron,ST. CLAIR,(810) 985-8133,48060,6
AS630089164,Three Lakes,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1462 Three Lakes ",Troy,OAKLAND,(248) 828-3910,48085,4
AS410069324,Thresholds Bridle Creek Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2296 Bridle Creek St SE ",Kentwood,KENT,(616) 281-3976,49508-0958,3
AS410011488,Thresholds Chamberlain Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2819 Chamberlain Ave, SE ",Grand Rapids,KENT,(616) 247-6831,49508-1511,6
AL410007104,Thresholds Eastern Group Home,ADULT LARGE GROUP HOME (CAPACITY 13-20),"4707 Eastern Avenue, SE ",Grand Rapids,KENT,(616) 249-1531,49508-7537,16
AS630366969,Thrive Assisted Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"839 Helston Road ",Bloomfield Hills,OAKLAND,(248) 308-9607,48304,6
AS600377762,Thunder Bay Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"15080 Fairway Court ",Hillman,MONTMORENCY,(989) 742-3281,49746,6
AS500278387,Tilly House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"50741 Lenox St. ",New Baltimore,MACOMB,(586) 330-2013,48047,6
AS630012764,Timber Hill AIS,ADULT SMALL GROUP HOME (CAPACITY 1-6),"555 Timber Hill Dr ",Ortonville,OAKLAND,(248) 369-8936,48462,6
AS630292695,Timber Ridge Trail Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5127 Timber Ridge Trail ",Clarkston,OAKLAND,(248) 623-2517,48346,5
AM790009691,Timberline Lodge,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"3771 Colwood Rd ",Caro,TUSCOLA,(989) 673-4990,48723,12
AS630306304,Time of Refreshing,ADULT SMALL GROUP HOME (CAPACITY 1-6),"27660 Vermont ",Southfield,OAKLAND,(313) 220-1117,48076,6
AF390306247,Tina's AFC,ADULT FAMILY HOME (CAPACITY 1-6),"1327 Royce Ave. ",Kalamazoo,KALAMAZOO,(269) 910-0709,49001,5
AS460271246,Tipton Highway Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2721 Tipton Highway ",Adrian,LENAWEE,(517) 265-6833,49221,6
AS590418641,TLC Adult Care Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"8294 E. Sidney Rd. ",Crystal,MONTCALM,(989) 383-0073,48818,6
AS830416362,TLK AFC Home LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7230 N US 131 ",Manton,WEXFORD,(231) 920-9276,49663,6
AF810080414,Toepfer Home,ADULT FAMILY HOME (CAPACITY 1-6),"1760 Dover Ct. ",Ypsilanti,WASHTENAW,(734) 218-4237,48198,1
AS820288226,Tomas Woodbine Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"15763 Woodbine ",Redford Twp.,WAYNE,(313) 346-7764,48239,6
AM740381292,Tomlinson Assisted Living,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"6223 Wildcat Road ",Grant,ST. CLAIR,(810) 327-2025,48032,11
AF390310994,Tommy's Manor,ADULT FAMILY HOME (CAPACITY 1-6),"404 Velvet Ave. ",Portage,KALAMAZOO,(269) 532-1423,49002,3
AL500317932,Torrey Pines House of Bread,ADULT LARGE GROUP HOME (CAPACITY 13-20),"34720 24 Mile Road ",Chesterfield,MACOMB,(586) 725-6725,48047,20
AF500302479,Tortomose AFC,ADULT FAMILY HOME (CAPACITY 1-6),"22300 Lanse Street ",St Clair Shores,MACOMB,(586) 944-9580,48081,4
AS500389833,Touch of Care Senior Living LLC - Chadbourne,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4847 Chadbourne Drive ",Sterling Heights,MACOMB,(248) 495-0493,48310,6
AS630370904,"Touch of Care, LLC",ADULT SMALL GROUP HOME (CAPACITY 1-6),"2671 Windsor Drive ",Troy,OAKLAND,(248) 495-0493,48085,6
AM040391470,Touch of Country,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"486 South Oliver Street ",Alpena,ALPENA,(989) 255-1728,49707,9
AS110288841,Touch of Country Foster Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1014 North 6th St. ",Niles,BERRIEN,(269) 683-1669,49120,4
AS210384697,Town House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7271 Lake Bluff 19.4 Road ",Gladstone,DELTA,(906) 420-8280,49837,6
AH500392805,Town Village Sterling Hgts - The Gem Memory Care,HOMES FOR THE AGED,"4500 Dobry Drive ",Sterling Heights,MACOMB,(586) 200-4741,48314,33
AS630012761,Townsend Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2029 Hidden Lane ",Leonard,OAKLAND,(248) 628-8740,48367,6
AS630012344,Traci AIS Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"777 W. Predmore ",Oakland Township,OAKLAND,(248) 693-7777,48363,6
AS820418823,Traditions Of Livonia,ADULT SMALL GROUP HOME (CAPACITY 1-6),"28041 Six Mile Rd ",Livonia,WAYNE,(602) 334-8733,48152,6
AH730413810,Traditions of Saginaw - Main,HOMES FOR THE AGED,"3785 North Center Road ",Saginaw,SAGINAW,(989) 498-4000,48603,93
AH730413795,Traditions of Saginaw - West,HOMES FOR THE AGED,"5155 McCarty Road ",Saginaw,SAGINAW,(989) 577-7000,48603,100
AF180076531,Trails End,ADULT FAMILY HOME (CAPACITY 1-6),"5740 Twin Lake Rd ",Lake,CLARE,(989) 544-3550,48632,5
AM250390141,Tranquility House AFC,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"2039 Clifford Street ",Flint,GENESEE,(810) 610-5942,48503,11
AS820407662,Tranquility Place 3,ADULT SMALL GROUP HOME (CAPACITY 1-6),"19987 woodcrest ",Harper Woods,WAYNE,(313) 319-7079,48225,6
AS820415005,Tranquility Place 4,ADULT SMALL GROUP HOME (CAPACITY 1-6),"20257 Fleetwood ",Harper Woods,WAYNE,(313) 458-8918,48225,5
AS820380017,"Tranquility Place, LLC",ADULT SMALL GROUP HOME (CAPACITY 1-6),"19989 Woodside ",Harper Woods,WAYNE,(313) 423-6437,48225,5
AL210412806,Transition Assisted Living,ADULT LARGE GROUP HOME (CAPACITY 13-20),"128 Michigan Ave ",Gladstone,DELTA,(906) 420-8900,49837,20
AS500418353,Transitional Adult Care LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"31574 Hayes Rd ",Fraser,MACOMB,(313) 574-1430,48026,5
AS520083567,Transitions,ADULT SMALL GROUP HOME (CAPACITY 1-6),"607 Spring Street ",Marquette,MARQUETTE,(906) 228-6359,49855-9396,6
AS390250889,Transitions of Kalamazoo,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1353 Oakland Drive ",Kalamazoo,KALAMAZOO,(269) 743-2248,49008,6
AS810388893,Transmed Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"57 Edison Ave. ",Ypsilanti,WASHTENAW,(734) 547-5352,48197,5
AS810409394,TransMed Care II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1705 E. Forest St. ",Ypsilanti,WASHTENAW,(734) 883-8544,48198,6
AS280401994,Traverse Neuro Rehabilitation,ADULT SMALL GROUP HOME (CAPACITY 1-6),"654 Hastings St. ",Traverse City,GRAND TRAVERSE,(231) 252-2485,49686,6
AM820009976,Tri County Care Provider,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"3041 Bewick ",Detroit,WAYNE,(313) 822-2110,48214,10
AM520379519,Trillium House,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"1144 S. Northland Ave ",Marquette,MARQUETTE,(906) 264-5026,49855,8
AS390419074,"Trinity AFC, LLC",ADULT SMALL GROUP HOME (CAPACITY 1-6),"143 Wall St ",Kalamazoo,KALAMAZOO,(269) 615-3000,49001,6
AS500413074,Trinity Elderly Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"11631 Canterbury Dr ",Warren,MACOMB,(586) 202-9205,48093,6
AS030416301,Trinity House AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3306 Academy St ",Allegan,ALLEGAN,(269) 680-0732,49010,6
AS820418776,Triple C Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"33545 Bock Street ",Garden City,WAYNE,(313) 772-3307,48135,6
AS820418310,Triple C2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1514 S Walton ",Westland,WAYNE,(313) 772-3307,48186,6
AS820277913,Triple J's Bettercare Inc,ADULT SMALL GROUP HOME (CAPACITY 1-6),"19222 Woodcrest Street ",Harperwoods,WAYNE,(313) 371-6429,48225,6
AS820292158,Triple J's Bettercare Inc 3,ADULT SMALL GROUP HOME (CAPACITY 1-6),"20427 Lennon Street ",Harper Woods,WAYNE,(313) 522-1421,48225,6
AS820415985,Triple J's Bettercare Inc. #2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"19977 Kingsville ",Harper Woods,WAYNE,(313) 469-7522,48225,6
AF300254367,Tri-State Country Care,ADULT FAMILY HOME (CAPACITY 1-6),"6028 Cambria Road ",Hillsdale,HILLSDALE,(517) 357-4220,49242,5
AF700406163,Troast Care,ADULT FAMILY HOME (CAPACITY 1-6),"3979 140th Ave. ",Holland,OTTAWA,(616) 994-2060,49424,6
AS500390465,Trombley,ADULT SMALL GROUP HOME (CAPACITY 1-6),"34294 Maple Lane ",Sterling Heights,MACOMB,(734) 408-0112,48312,6
AS820405972,Troy,ADULT SMALL GROUP HOME (CAPACITY 1-6),"15149 Troy St. ",Taylor,WAYNE,(734) 946-4971,48180,6
AF630415822,Troy Gentle Care Home,ADULT FAMILY HOME (CAPACITY 1-6),"2718 Lovington Ave. ",Troy,OAKLAND,(248) 602-6706,48083,3
AS800336566,True Blue AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"42124 38th Avenue ",Paw Paw,VAN BUREN,(269) 415-0014,49079,6
AS820285126,True Care Home LLC-II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"14951 Washburn ",Detroit,WAYNE,(313) 220-3019,48238,6
AH130405658,True Care Living,HOMES FOR THE AGED,"565 General Ave. ",Springfield,CALHOUN,(269) 968-3365,49037,147
AS820016002,Truman CLF Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"32346 Truman ",Rockwood,WAYNE,(734) 379-0515,48173,6
AF130065946,Tuckers Hilltop Care Home,ADULT FAMILY HOME (CAPACITY 1-6),"26201 D Drive S ",Albion,CALHOUN,(517) 629-2851,49224,6
AS820317905,Turner Segue Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2222 Lothrop ",Detroit,WAYNE,(313) 818-0300,48206,6
AL040288395,Turning Brook,ADULT LARGE GROUP HOME (CAPACITY 13-20),"300 Oxbow ",Alpena,ALPENA,(989) 354-4200,49707,20
AL040293571,Turning Brook II,ADULT LARGE GROUP HOME (CAPACITY 13-20),"100 Village Blvd. ",Alpena,ALPENA,(989) 354-4200,49407,20
AL040306253,Turning Brook III,ADULT LARGE GROUP HOME (CAPACITY 13-20),"400 Oxbow Dr. ",Alpena,ALPENA,(989) 354-4200,49707,20
AS630416760,Turning Point,ADULT SMALL GROUP HOME (CAPACITY 1-6),"29545 Rutherland ",Southfield,OAKLAND,(734) 483-9636,48076,6
AM670385274,Tustin House LLC,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"17544  20 Mile Rd ",Tustin,OSCEOLA,(231) 429-4941,49688,12
AF800328155,Twin Doves AFC,ADULT FAMILY HOME (CAPACITY 1-6),"48617 36th Ave ",Bangor,VAN BUREN,(269) 303-7316,49013,6
AS800399685,Twin Doves II LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"40739 80th Ave. ",Decatur,VAN BUREN,(269) 436-3007,49045,6
AS800418412,Twin Doves III LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"52101 34th Ave. ",Bangor,VAN BUREN,(269) 400-4243,49013,6
AS610387285,Twin Lake Assisted Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3790 E. McMillan Rd. ",Twin Lake,MUSKEGON,(231) 788-8609,49457,6
AS380319648,Twin Maples Care Facility,ADULT SMALL GROUP HOME (CAPACITY 1-6),"158 1/2 Robinson Road ",Jackson,JACKSON,(517) 750-2968,49203,2
AM380093368,Twin Maples Inc.,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"158 Robinson Road ",Jackson,JACKSON,(517) 750-2968,49203,12
AS820293252,Twin Oak III,ADULT SMALL GROUP HOME (CAPACITY 1-6),"36880 Mario Ann Ct. ",Romulus,WAYNE,(734) 941-5033,48174,6
AS820418356,Twin Oak IV,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3129 Allen Street ",Inkster,WAYNE,(313) 406-4614,48141,6
AS820245771,Twin Oaks,ADULT SMALL GROUP HOME (CAPACITY 1-6),"27024 Norfolk ",Inkster,WAYNE,(313) 359-4166,48141,6
AS820272335,Twin Oaks II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"311 Central ",Inkster,WAYNE,(734) 729-9142,48141,4
AF330390402,Twin Pines AFC,ADULT FAMILY HOME (CAPACITY 1-6),"420 Russell Street ",Leslie,INGHAM,(517) 589-9362,49251,6
AS820419217,Tyler AFC Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"42901 Tyler Rd ",Belleville,WAYNE,(734) 391-8471,48111,6
AS820407491,Tyler Residential Center,ADULT SMALL GROUP HOME (CAPACITY 1-6),"43001 Tyler Rd. ",Belleville,WAYNE,(734) 697-0792,48111,6
AS820407493,Tyler Two,ADULT SMALL GROUP HOME (CAPACITY 1-6),"43063 Tyler Road ",Belleville,WAYNE,(734) 699-4775,48111,6
AS500418882,Tyler's Place,ADULT SMALL GROUP HOME (CAPACITY 1-6),"21712 Martin Rd. ",Saint Clair Shores,MACOMB,(313) 770-7038,48081,5
AS820413668,U & I HOME CARE LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"20245 Churchill Ave ",Brownstown Twp,WAYNE,(734) 212-6929,48183,6
AS500011871,Ulrich Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"22731 Ulrich ",Clinton Township,MACOMB,(586) 468-7014,48036,6
AS250417661,Ulrika Place,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3205 Bridle Path ",Flint,GENESEE,(810) 337-1275,48507,6
AS780400203,Umbrellex 1,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1207 Devonshire CT ",Owosso,SHIAWASSEE,(586) 765-4342,48867,5
AS780404958,Umbrellex 2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"805 E King St ",Owosso,SHIAWASSEE,(586) 765-4342,48867,6
AS380418753,Umbrellex 200,ADULT SMALL GROUP HOME (CAPACITY 1-6),"340 E Euclid Ave ",Jackson,JACKSON,(517) 435-4963,49203,4
AS380418711,Umbrellex 201,ADULT SMALL GROUP HOME (CAPACITY 1-6),"108 E Mansion ",Jackson,JACKSON,(517) 395-4765,49203,3
AS380418712,Umbrellex 202,ADULT SMALL GROUP HOME (CAPACITY 1-6),"304 E Monroe ",Jackson,JACKSON,(517) 796-3073,49202,3
AS380418713,Umbrellex 203,ADULT SMALL GROUP HOME (CAPACITY 1-6),"621 Royal Drive ",Jackson,JACKSON,(517) 435-4997,49202,3
AS780405693,Umbrellex 3,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1205 N Dewey St ",Owosso,SHIAWASSEE,(586) 765-4342,48867,5
AS780411877,Umbrellex 5,ADULT SMALL GROUP HOME (CAPACITY 1-6),"320 N. Saginaw St ",Owosso,SHIAWASSEE,(586) 765-4342,48867,5
AS780413559,Umbrellex 6,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2260 M-21 ",Owosso,SHIAWASSEE,(586) 765-4362,48867,3
AS810409201,Uncle Mike's House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1669 Hayes Rd ",Chelsea,WASHTENAW,(734) 475-8430,48118,5
AS810405517,Unforgettable Memory Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5504 New Meadow Dr ",Ypsilanti,WASHTENAW,(734) 657-0802,48197,6
AH730301115,Union Court Assisted Living,HOMES FOR THE AGED,"302 Fulton St. ",St. Charles,SAGINAW,(989) 865-8100,48655,86
AH730386631,Union Court Assisted Living of Chesaning,HOMES FOR THE AGED,"244 Elwyn Drive ",Chesaning,SAGINAW,(989) 323-2377,48616,62
AS410418814,Union Home Care AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),137 Belleve St Sw 4043 Chamberlain Ave SE,Grand Rapids,KENT,(616) 606-2074,49508,5
AS130393099,Unique Care Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"254 Central St ",Battle Creek,CALHOUN,(269) 753-4494,49017,6
AS120336139,Unity Group II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"63 Wood Drive ",Coldwater,BRANCH,(517) 924-1486,49036,6
AS120416424,Unity Group III LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"75 N Michigan Ave ",Coldwater,BRANCH,(517) 617-9591,49036,5
AS130325127,Unity Group LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1861 B Case Drive ",Union City,CALHOUN,(517) 741-4227,49094,6
AS120385673,"Unity Group V, LLC",ADULT SMALL GROUP HOME (CAPACITY 1-6),"69 Wood Drive ",Coldwater,BRANCH,(517) 924-1462,49036,6
AH810401699,University Living,HOMES FOR THE AGED,"2865 S. Main Street ",Ann Arbor,WASHTENAW,(734) 669-3030,48103,90
AS820275065,Unlimited Home Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5824 Crane ",Detroit,WAYNE,(313) 579-0486,48213,5
AS820419714,Unlimited Home Care LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"10391 Outer Dr. ",Detroit,WAYNE,(586) 778-5340,48227,5
AS820269509,Up on Livernois - Family Tyes,ADULT SMALL GROUP HOME (CAPACITY 1-6),"16837 Livernois ",Detroit,WAYNE,(313) 307-8136,48221,6
AS500418554,Utica Senior Place,ADULT SMALL GROUP HOME (CAPACITY 1-6),"45514 Engel Dr ",Utica,MACOMB,(586) 202-9912,48317,6
